start_node,end_node,link_no,name,length,total_traffic,traffic_score,betweenness_score,economic_score,criticality_score,criticality_rank
"90.3486108,23.2363886","90.3008333,23.3457774",Z8065-1,Shariatpur (Kotapara) - Janjira (Int.with Z8012),17.52,3029.0,0.03711554956500429,0.000877963125548727,0.09607131066358535,0.07419990611486085,839.0
"91.889333,22.2232493","91.9093056,22.1762771",Z1703-1,Anwara-Toilardwip Ferryghat,6.53,1703.0,0.02086754074255606,0.0,0.10099823840281856,0.07400569472540963,840.0
"90.8320827,24.0341386","90.8514167,24.1050833",Z2042-1,Morgal-Belabo,8.648,3018.0,0.036980762161499814,0.007023705004389816,0.09178263750828364,0.07366597164741695,841.0
"89.0179716,25.1857774","89.0969997,25.2223327",Z5856-1,Panchbibi-Int.with Z5509,9.365,4064.0,0.049797818894743294,0.000877963125548727,0.09153543307086615,0.07360016418815114,842.5
"89.0969997,25.2223327","89.2524444,25.2565",Z5856-2,Int.with Z5509-Goraghat,19.035,4064.0,0.049797818894743294,0.000877963125548727,0.09153543307086615,0.07360016418815114,842.5
"89.7583333,22.6652778","89.7922774,22.6473608",R770-2,Khan Jahan Ali (R) Mazar more (Int.with R771) -Bagerhat Bus Stand(Int.with R772),4.063,5427.0,0.0664992035289793,0.000877963125548727,0.08660401695227565,0.07353076213517046,844.5
"89.6496941,22.7373886","89.7583333,22.6652778",R770-1,Noapara-Khan Jahan Ali (R) Mazar more (Int.with R771),14.24,5427.0,0.0664992035289793,0.000877963125548727,0.08660401695227565,0.07353076213517046,844.5
"90.7867774,24.4324438","90.940333,24.3314438",Z3602-1,Kishoreganj-Mohorkona,27.256,2077.0,0.025450312461708122,0.0,0.09870004814636495,0.07333323471299164,846.0
"89.9714716,22.5707216","89.9801938,22.5791382",R770-5,Pirojpur (Bus Stand) Int.with R870-Pirojpur (CO office More),1.705,5427.0,0.0664992035289793,0.0,0.08660401695227565,0.07317957688495097,847.0
"92.215,22.1911663","92.2481386,22.0978608",Z1811-1,Bandarban-Chimbuk Y-Junction (int.with Z1812),18.285,1077.0,0.013196912143119716,0.0026338893766461808,0.10027855153203342,0.07302751896985843,848.0
"89.7779993,22.6551944","89.7663333,22.6427219",Z7717-1,Bagerhat- int. Z7719,2.103,3399.0,0.041649307682882,0.000877963125548727,0.09296852015298618,0.0729613267973064,849.0
"90.6542222,23.7893886","90.7249993,23.7686104",R203-2,Araihazar(int.with R114)-Biskandi Ferry ghat,9.04,4052.0,0.04965077809092023,0.004389815627743634,0.08859822309970385,0.07294465175843245,850.5
"90.7249993,23.7686104","90.7948608,23.7775549",R203-3,Biskandi Ferry ghat- Bancharampur(int.with Z1043),10.412,4052.0,0.04965077809092023,0.004389815627743634,0.08859822309970385,0.07294465175843245,850.5
"91.9518333,22.0019444","91.968666,21.8851663",R170-6,Bashkhali (int with R171) - Toitong (int with Z1124),13.201,6594.0,0.08079892170077196,0.025460930640913083,0.06718228692750985,0.07279532316710079,852.0
"89.0134722,25.2715271","89.0969719,25.2223327",Z5509-1,Hili-Hakimpur (int.with Z5856),10.44,3139.0,0.038463423600049014,0.0017559262510974535,0.09270468302007008,0.07249291300079892,853.0
"89.23318271921183,24.000770346798028","89.2258882,24.0322493",N604-3,Police Line More(Int.with R603 )-Pabna (Ghospara),4.444,12588.0,0.15424580321039089,0.0,0.06013663806800127,0.07242882575388951,854.0
"91.1499719,23.0377774","91.2322771,23.0418052",Z1421-3,Chaterpaiya (Int.with Z1420)-Gazirhat (Int.with Z1444),8.782,2770.0,0.03394191888248989,0.014925373134328358,0.08628158844765343,0.07241533574194427,855.0
"90.5705549,23.7856108","90.6542222,23.7893886",R203-1,Bhulta(int.with N2)-Araihazar(int.with R114),9.1,4052.0,0.04965077809092023,0.0026338893766461808,0.08859822309970385,0.07224228125799348,856.0
"88.8414441,24.3716104","88.849083,24.5145556",Z6004-1,Puthia-Taherpur(Int.with Z6005),16.92,2255.0,0.02763141771841686,0.000877963125548727,0.09578713968957872,0.07210659829408057,857.0
"89.51038426135504,25.8533943357587","89.643333,25.8130278",N506-4,Barabari (Int.with N509)-Kurigram,17.113,4896.0,0.05999264795980885,0.0026338893766461808,0.08537581699346405,0.07208261969376528,858.0
"88.5094167,24.4306104","88.4979163,24.4794438",Z6809-2,Chabbis Nagar (Int. with Z6855) - Palashbari (Int. with Z6855),6.808,5050.0,0.061879671608871464,0.0026338893766461808,0.08475247524752476,0.07202903356876714,859.0
"91.1155278,23.9570278","91.1092778,23.9968886",N103-1,Kuatali-Ghaturia,4.779,26699.0,0.32715353510599193,0.0,0.009513464923779916,0.07200850548636091,860.0
"90.6486941,23.8917219","90.668166,23.8679993",Z2038-1,Jihastala-Shakerchar,4.396,773.0,0.00947187844626884,0.0,0.10090556274256145,0.07166248447528617,861.0
"88.9780827,24.8065278","89.0105833,24.8150833",R546-1,Char matha (Int.with R 546 & R 545) -Shantahar,3.46,7023.0,0.08605563043744639,0.009657594381035995,0.0730457069628364,0.07157941539613169,862.0
"89.1045278,26.2084167","89.0253327,26.3397497",N509-4,Barakhata(Int.with R560)-Patgram Bypass (Int.with Z5904),18.003,9150.0,0.11211861291508393,0.009657594381035995,0.06546448087431694,0.07155020170697417,863.5
"89.41675714702971,25.90847317871287","89.1045278,26.2084167",N509-3,Zilla Parishad More (Int.with Z5907)-Barakhata(Int.with R560),59.165,9150.0,0.11211861291508393,0.009657594381035995,0.06546448087431694,0.07155020170697417,863.5
"89.2397219,25.7602778","89.2341941,25.8608333",Z5023-1,Rangpur (Medical more)-Gangachhara,13.15,11470.0,0.14054650165420904,0.0,0.06259808195292066,0.07139085659777114,865.0
"89.0571667,25.5595833","89.0481663,25.6687493",R557-1,Madhayapara-Badarganj,12.943,3426.0,0.04198014949148389,0.0,0.09106830122591944,0.07136246082836456,866.0
"90.2183327,23.1695827","90.2493608,23.1890274",R860-3,Madaripur (Int.with Z8604)-Kazirtek(Int.with Z8611),4.043,4201.0,0.0514765347383899,0.012291483757682176,0.08117114972625565,0.07133524440193659,867.0
"89.6739993,26.1085556","89.6913052,25.9659444",Z5624-1,Bhurungamari-Nageswari,49.617,4444.0,0.05445411101580688,0.0,0.08708370837083708,0.0711022265497029,868.0
"89.7583889,22.6652778","89.8763882,22.7928886",Z7708-1,Bagerhat (Muniganj)-Chitalmari,24.5,2370.0,0.029040558755054527,0.02370500438981563,0.08059071729957806,0.07101213495828512,869.0
"88.945583,23.7680271","88.85425,23.6426386",R747-3,Alamdanga(int.with Z7456)-Chuadanga,18.203,4364.0,0.053473838990319815,0.01755926251097454,0.076993583868011,0.07095336480572832,870.0
"90.7003333,23.9133056","90.7245271,23.9313049",R210-2,Shatirpara (Int.with R114)-Narsingdi,3.656,9831.0,0.12046317853204264,0.000877963125548727,0.0672362933577459,0.07093232864495774,871.5
"90.6879163,23.9098056","90.7003333,23.9133056",R210-1,"Shahepratap (road start, int with N2) - Shatirpara (Int.with R114)",1.334,9831.0,0.12046317853204264,0.000877963125548727,0.0672362933577459,0.07093232864495774,871.5
"89.433833,25.9118056","89.41675714702971,25.90847317871287",N509-2,Lalmonirhat (Misson More)Int.with Z5901-Zilla Parishad More (Int.with Z5907),1.775,9150.0,0.11211861291508393,0.007901668129938543,0.06546448087431694,0.07084783120653519,873.0
"90.0035,25.0477774","89.9342774,25.1503889",Z4607-2,Akher Bazar(int.with Z4604)-Sribardi(int.with Z4616),15.656,2862.0,0.03506923171180003,0.0026338893766461808,0.09049615653389238,0.07063824082747526,874.0
"91.4101389,22.9877774","91.4026111,22.9011667",Z1034-2,Feni (Int.with N1)-Baktermunshi (Int.with Z1425),9.99,3593.0,0.04402646734468815,0.004389815627743634,0.08683551349846924,0.07060101720581638,875.0
"90.4171382,23.9968886","90.4161944,24.032916",R311-1,BARI More (int with R310) - Ordinance Factory (road end),4.561,7569.0,0.09274598701139566,0.0,0.07517505615008588,0.07052672324846371,876.0
"89.3724993,23.3757493","89.3786104,23.2880552",Z7201-1,Arpara-Shalikha,11.515,3393.0,0.04157578728097047,0.0,0.08989095195991748,0.07046754573651078,877.0
"90.194833,23.1673327","90.2183327,23.1695827",R860-2,Iterpool (Int.with Z8603)-Madaripur (Int.with Z8604),2.518,4201.0,0.0514765347383899,0.009657594381035995,0.08117114972625565,0.07028168865127811,878.0
"89.405,23.9427774","89.5302771,23.8402774",R601-2,Sujanagar (int.with Z6030)-Nazirganj (int.with R602),18.544,5006.0,0.06134052199485357,0.004389815627743634,0.08070315621254495,0.06982379459745344,879.0
"91.1807216,23.4604722","91.1785827,23.4496941",R140-1,Comilla (Kandirpar)-Tomsom Bridge More(Int.with Z1052),1.23,13946.0,0.17088592084303394,0.012291483757682176,0.04438548687795784,0.06978278423242706,880.0
"90.3410552,23.8508611","90.3313327,23.8976108",N511-1,Mirpur (Birulia)-Ashulia (Yearpur),9.462,12826.0,0.15716211248621492,0.000877963125548727,0.05473257445813192,0.0696267960231858,881.0
"89.8346108,25.5749716","89.8573611,25.5416108",Z4608-1,Roumari-Tura,4.584,2862.0,0.03506923171180003,0.0,0.09049615653389238,0.06958468507681678,882.0
"90.8337774,22.9440274","90.8417497,22.942083",R140-20,Baghmara(int.with Z1422)-int.with Z1405,1.276,6902.0,0.0845729689988972,0.012291483757682176,0.06882063170095624,0.0694151379665608,883.0
"90.6710271,25.1073056","90.6531667,25.1879997",Z3705-1,Birishiri-Bijoypur Land Port,11.184,7727.0,0.09468202426173263,0.0,0.07299081144040379,0.06940370055483518,884.5
"90.6778882,25.1243882","90.6725827,25.1124167",Z3704-1,Susang Durgapur-Birishiri (int.with Z3709),1.553,7727.0,0.09468202426173263,0.0,0.07299081144040379,0.06940370055483518,884.5
"88.4453052,24.3976663","88.3475274,24.4461108",R681-1,Bijoynagar-Uzanpara(Matikata),13.23,2555.0,0.03130743781399338,0.0,0.09119373776908024,0.06931464780838809,886.0
"89.3726938,24.8480552","89.3472219,24.8417774",N510-1,Bogra Sath Matha More-Bogra St. Road,2.784,12826.0,0.15716211248621492,0.0,0.05473257445813192,0.06927561077296632,887.0
"89.2763049,24.212","89.3042778,24.2223604",Z6021-1,Chatmohor-Int.with Z6031,3.288,2002.0,0.024531307437813992,0.003511852502194908,0.09090909090909091,0.06916735224555387,888.0
"90.1436108,23.5783882","90.2055,23.624416",Z8204-1,Megula-Galimpur,9.628,1610.0,0.01972797451292734,0.000877963125548727,0.09378881987577639,0.06914423167241047,889.0
"88.4407219,24.8159167","88.57454829801979,24.834730995049505",Z6813-5,Dhansura(int.with Z6812)-Niamatpur,17.03,4637.0,0.05681901727729445,0.003511852502194908,0.08151822298900151,0.06913186174986205,890.0
"89.2452774,23.9991663","89.405,23.9427774",R601-1,Pabna-Sujanagar (int.with Z6030),18.384,5006.0,0.06134052199485357,0.0026338893766461808,0.08070315621254495,0.06912142409701447,891.0
"89.5302771,23.8402774","89.6419441,23.8799993",R601-3,Nazirganj (int.with R602)-Baderhat,15.507,5006.0,0.06134052199485357,0.0017559262510974535,0.08070315621254495,0.06877023884679498,892.0
"90.2493608,23.1890274","90.331916,23.1870552",R860-4,Kazirtek(Int.with Z8611)-Monohorpur(int.with R861),9.97,3268.0,0.04004411224114692,0.013169446883230903,0.08017135862913097,0.0687086697449734,893.0
"90.1391108,23.1543056","90.194833,23.1673327",R860-1,Mostafapur-Iterpool (Int.with Z8603),6.0,4201.0,0.0514765347383899,0.0052677787532923615,0.08117114972625565,0.06852576240018066,894.0
"88.8450552,23.6453052","88.8076944,23.5272771",R748-1,Chuadanga-Darsana(int.with R749),18.375,7013.0,0.0859330964342605,0.007023705004389816,0.07001283330956795,0.06840436380652731,895.0
"90.828166,22.9448052","90.8337774,22.9440274",R140-19,int.with R145-Baghmara(int.with Z1422),0.621,6902.0,0.0845729689988972,0.009657594381035995,0.06882063170095624,0.06836158221590233,896.0
"90.331916,23.1870552","90.3869997,23.1808049",R860-5,Monohorpur(int.with R861)-Burirhat (int.with Z8601),6.096,3268.0,0.04004411224114692,0.012291483757682176,0.08017135862913097,0.06835748449475391,897.0
"88.86575,25.9172216","88.8641944,25.9455552",Z5709-1,By-Pass Start-Int.with Z5701,3.26,2782.0,0.03408895968631295,0.000877963125548727,0.0884255930984903,0.0683081872675497,898.0
"89.5192771,25.3260827","89.540833,25.3294438",R555-2,Shaplamill (Int.with Z5558)-Gaibandha (Int.with Z5553),3.057,9806.0,0.12015684352407793,0.0026338893766461808,0.06200285539465633,0.06795492926636254,899.0
"89.8832771,23.5036111","89.9003333,23.4229716",Z8404-1,Talma (Int.with N804) - Nagarkanda (Int.with Z8067),12.46,3266.0,0.04001960544050974,0.0,0.08665033680342928,0.06791568373166997,900.0
"89.14115617441341,22.90556939184357","89.0402774,22.86",Z7552-2,Int.with Z7619-Kalarawa,13.621,3923.0,0.04807008944982233,0.000877963125548727,0.0836094825388733,0.06777445879240523,901.0
"89.9946941,24.3873886","90.1695271,24.319916",Z4016-1,Kalihati-Shakhipur,22.865,3293.0,0.04035044724911163,0.0,0.08624354691770422,0.06770058949270766,902.0
"89.3533333,25.2815549","89.5192771,25.3260827",R555-1,Palashbari(int.with N5)-Shaplamill (Int.with Z5558),16.9,9806.0,0.12015684352407793,0.0017559262510974535,0.06200285539465633,0.06760374401614305,903.5
"89.540833,25.3294438","89.5501111,25.3309438",R555-3,"Gaibandha (Int.with Z5553)-Gaibandha Zehikhana more(int.with Z5613,Z5555 , Z 5552)",1.058,9806.0,0.12015684352407793,0.0017559262510974535,0.06200285539465633,0.06760374401614305,903.5
"89.5703882,25.3925552","89.5930274,25.4971941",Z5613-2,Dariapur (int.with Z5551)-Dhupni (int.with Z5476),12.208,6108.0,0.074843769145938,0.0026338893766461808,0.07449246889325475,0.06752788104912427,905.0
"89.9159444,23.7724716","89.9718327,23.7420274",Z5064-2,Jhitka (int.with Z5066)-Harirampur,8.506,3763.0,0.04610954539884818,0.000877963125548727,0.0837098060058464,0.06745171561842839,906.0
"88.4222771,26.0418608","88.2645,25.9814438",Z5002-1,Thakurgaon (Railway Station) -Nekmarod (int.with Z5029),27.49,8737.0,0.10705795858350692,0.003511852502194908,0.0645530502460799,0.0674495928632964,907.0
"91.930166,22.2026389","91.9090556,22.220666",Z1040-4,Int.with Z1070-Anowara (int.with R170),3.88,3568.0,0.04372013233672344,0.02370500438981563,0.07118834080717489,0.06744705995571881,908.0
"90.3869997,23.1808049","90.6465274,23.1651667",R860-6,Burirhat(int.with Z8601)-Harina Ferryghat (int.with Z1403),35.202,3268.0,0.04004411224114692,0.009657594381035995,0.08017135862913097,0.06730392874409544,909.0
"90.1088056,23.628166","90.0612778,23.6213604",Z8207-1,Dohar (Bashtala)-Jhowkanda,6.12,3669.0,0.04495772576890087,0.0,0.08421913327882256,0.06722232542754072,910.0
"89.7065833,24.4524444","89.6915274,24.3950274",Z5402-1,Sirajganj-Porabari(int.with N405),6.91,5886.0,0.07212351427521137,0.04828797190517998,0.04841997961264016,0.06721842652852264,911.0
"89.0921663,23.8800827","88.998833,23.8145556",R747-1,Bottoli-Halsha Rail Bazar(int.with Z7465),13.374,4364.0,0.053473838990319815,0.007901668129938543,0.076993583868011,0.06709032705331391,912.0
"90.6594444,23.1438608","90.65675,23.0937774",Z8699-1,Chnadra-Haimchar,8.38,1564.0,0.019164318098272272,0.0,0.09143222506393862,0.06705091871424457,913.0
"89.0705827,24.3443608","89.1511667,24.3170827",Z6015-1,Ahamedpur-Int.with N507,9.715,2644.0,0.03239799044234775,0.003511852502194908,0.08547655068078669,0.06698452271120198,914.0
"89.7422497,23.7172216","89.8555556,23.6208327",Z7108-1,Goalanda (Int.with N7) - Faridpur (Int.with N803),18.2,3621.0,0.044369562553608625,0.012291483757682176,0.0767743717205192,0.06687383038751785,915.0
"88.6042222,23.6644722","88.5952497,23.649583",R746-2,Muaibnagar(int.with R749)-Mujibnagar Srimity Shoudha,1.796,7013.0,0.0859330964342605,0.0026338893766461808,0.07001283330956795,0.06664843755542987,916.0
"90.8136944,22.9463608","90.828166,22.9448052",R140-18,Laksmipur Bus stand(int.with N809)-int.with R145,1.659,6902.0,0.0845729689988972,0.0052677787532923615,0.06882063170095624,0.06660565596480487,917.0
"92.1971941,21.1157222","92.134833,21.0751104",Z1133-1,Whykhong-Shaplapur,9.608,621.0,0.007609361597843402,0.0,0.09339774557165861,0.06609892730352708,918.0
"91.4126389,23.0314438","91.4309993,23.10375",Z1033-1,Feni (Polytechnic More)-Fulgazi (Munshirhat) int.with Z1081,9.282,5097.0,0.062455581423845115,0.0017559262510974535,0.07631940357072788,0.06596223715026334,919.0
"88.6404163,23.7669716","88.6042222,23.6644722",R746-1,Meherpur(College More) int.with R745- Muaibnagar(int.with R749),13.84,7013.0,0.0859330964342605,0.000877963125548727,0.07001283330956795,0.06594606705499088,920.0
"91.142333,23.459","91.0478052,23.4381386",Z1029-2,Int.with N1-Barura (Int.with Z1028),10.923,17630.0,0.21602744761671364,0.01755926251097454,0.022688598979013045,0.0659165421698935,921.0
"89.4702216,23.5200549","89.3944997,23.5918886",Z7007-1,Ramnagar(Int.with N7)-Sripur(Int.with Z7008),16.43,2096.0,0.025683127067761304,0.0,0.08778625954198473,0.06583378758358896,922.0
"92.0078056,21.7521389","91.979666,21.7521389",R172-2,Eidmoni (int with R170) - Illisha Bazar (int with Z1128),2.95,3298.0,0.04041171425070457,0.004389815627743634,0.08095815645845968,0.06581434527972267,923.5
"91.979666,21.7521389","91.9448608,21.7158889",R172-3,Illisha Bazar (int with Z1128) - Badarkhali (Moheshkhali bridge),6.365,3298.0,0.04041171425070457,0.004389815627743634,0.08095815645845968,0.06581434527972267,923.5
"91.1554722,23.7402219","91.0947774,23.7525278",Z1201-1,Kashba-Kuti (int.with N102),7.01,3251.0,0.03983580443573091,0.000877963125548727,0.08305136880959704,0.06574171088009897,925.0
"88.998833,23.8145556","88.945583,23.7680271",R747-2,Halsha Rail Bazar(int.with Z7465)-Alamdanga(int.with Z7456),11.891,4364.0,0.053473838990319815,0.004389815627743634,0.076993583868011,0.06568558605243596,926.0
"89.3643056,24.4328327","89.4368608,24.6267493",Z5049-1,Taras-Sherpur,25.75,1685.0,0.02064697953682147,0.0,0.08902077151335312,0.06568012415616943,927.0
"91.9092222,22.4413886","91.9665833,22.4592222",R163-2,Int.with Z1629-Int.with Z1012,6.604,7016.0,0.08596985663521627,0.007023705004389816,0.06599201824401368,0.06563164450795783,928.0
"89.1911108,23.1811382","89.21425,23.1770827",N708-1,Palbari-Board Office (Int.with N702),2.513,6242.0,0.07648572478862885,0.000877963125548727,0.07209227811598846,0.06549436213644733,929.5
"89.21425,23.1770827","89.2226382,23.161",N708-2,Board Office (Int.with N702)-Monihar,2.237,6242.0,0.07648572478862885,0.000877963125548727,0.07209227811598846,0.06549436213644733,929.5
"88.3313882,24.823916","88.2738882,24.8926108",Z6802-5,Rohonpur(int.with R547) -Bhangabari,11.74,3906.0,0.047861781644406326,0.02897278314310799,0.06400409626216078,0.06541517205208991,931.0
"89.6476941,23.1809993","89.524916,23.1740827",N806-3,Lohagara (Intersection with Z7503)-Simakhali(Intersection with Z7505),12.866,3562.0,0.04364661193481191,0.009657594381035995,0.0763615946097698,0.06539028222620509,932.5
"89.6874997,23.1949997","89.6476941,23.1809993",N806-2,Kalna (Ferry Ghat End) - Lohagara (intersection wit Z7503),4.729,3562.0,0.04364661193481191,0.009657594381035995,0.0763615946097698,0.06539028222620509,932.5
"89.2823327,24.2257771","89.2922219,24.2292771",R604-3,Chatmohor (Int.with Z6029)-Int.with Z5209,1.73,3968.0,0.048621492464158804,0.004389815627743634,0.07787298387096774,0.06532315136298855,934.5
"89.276166,24.2118056","89.2823327,24.2257771",R604-2,Chatmohor (Int.with Z6021)-Int.with Z6029,1.68,3968.0,0.048621492464158804,0.004389815627743634,0.07787298387096774,0.06532315136298855,934.5
"91.9665833,22.4592222","92.0776938,22.4627222",R163-3,Int.with Z1012-Mariamnagar (int with Z1617),12.153,7016.0,0.08596985663521627,0.006145741878841088,0.06599201824401368,0.06528045925773834,936.0
"90.2713882,23.7931386","89.9986663,23.8707216",R504-1,Hemayetpur(int.with N5)-Manikganj(int.with N5),33.907,4297.0,0.05265286116897439,0.0,0.07912497090993717,0.0652391475401954,937.0
"92.0764716,21.7596389","92.0078056,21.7521389",R172-1,"Chokoria (road start, int with N1) - Eidmoni (int with R170)",7.955,3298.0,0.04041171425070457,0.0026338893766461808,0.08095815645845968,0.06511197477928368,938.0
"90.7506389,24.1580278","90.8072778,24.1585278",R212-2,Shekher Bazar (int with Z2115/Z2122) - Puradia Bazar (int with Z2121),6.156,1871.0,0.022926111996078913,0.006145741878841088,0.08391234633885623,0.06506218084531895,939.0
"89.6881386,25.971416","89.6676938,26.1121667",Z5622-3,Nageswari(int.with Z5617)-Bhurangamari,17.292,7648.0,0.09371400563656415,0.000877963125548727,0.06642259414225941,0.06501988627851926,940.0
"89.0295827,25.1017778","89.0053889,24.9670827",Z5452-1,Joypurhat-Akkelpur,16.235,4586.0,0.05619409386104644,0.000877963125548727,0.07719145224596598,0.06496170614938003,941.0
"90.0545,22.5763882","90.0259993,22.5845552",Z8702-3,Chirapara-Bekutia Ferryghat East,3.626,2272.0,0.027839725523832865,0.004389815627743634,0.08318661971830986,0.06484075126125054,942.5
"90.0922219,22.5824993","90.0545,22.5763882",Z8702-2,Naikati-Chirapara,4.04,2272.0,0.027839725523832865,0.004389815627743634,0.08318661971830986,0.06484075126125054,942.5
"89.2922219,24.2292771","89.3621111,24.3669716",R604-4,Chatmohor (Int.with Z5209)-Hamkuria (Int.with N507),18.546,3968.0,0.048621492464158804,0.0026338893766461808,0.07787298387096774,0.06462078086254958,944.5
"89.2078611,24.0716382","89.276166,24.2118056",R604-1,Tebunia-Chatmohor (Int.with Z6021),18.624,3968.0,0.048621492464158804,0.0026338893766461808,0.07787298387096774,0.06462078086254958,944.5
"92.117416,25.0891108","91.9774716,25.0954441",Z2012-1,Sharighat-Gowainghat,16.25,525.0,0.006433035167258914,0.0,0.09142857142857143,0.0645021359320341,946.0
"89.0709993,22.7123889","89.0328882,22.6887219",Z7602-1,Laboni More -Alipur (Intersection with N713),5.273,8197.0,0.10044112241146919,0.0017559262510974535,0.0631938514090521,0.06448407807606338,947.0
"89.9714993,22.5706938","89.972916,22.5794993",R870-8,Pirojpur Bus stand (Int R770) - Patherhat More (Int.with Z7709),0.995,3250.0,0.039823551035412325,0.006145741878841088,0.07815384615384616,0.06446012733442631,948.0
"90.2183882,23.1694993","90.2100556,23.0745271",Z8604-1,Madaripur (Int.with R860) - Bhurghata (Int.with N8),18.585,2826.0,0.03462810930033084,0.0,0.08315640481245577,0.06442161057986001,949.0
"92.0776938,22.4627222","92.1290549,22.4695827",R163-4,"Mariamnagar (int with Z1617) - Chandragona (road end, int with R161)",5.53,7016.0,0.08596985663521627,0.003511852502194908,0.06599201824401368,0.06422690350707987,950.5
"91.868416,22.3943886","91.9092222,22.4413886",R163-1,Chittagong (Mohora)-Int.with Z1629,9.149,7016.0,0.08596985663521627,0.003511852502194908,0.06599201824401368,0.06422690350707987,950.5
"90.0259993,22.5845552","90.0057778,22.589333",Z8702-4,Bekutia Ferryghat West-Pirojpur (Fishig Complex),2.182,2272.0,0.027839725523832865,0.0026338893766461808,0.08318661971830986,0.06413838076081155,952.0
"89.0328882,22.6887219","89.0347219,22.4535278",Z7602-2,Alipur (Int With N713)- Kaliganj,29.767,8197.0,0.10044112241146919,0.000877963125548727,0.0631938514090521,0.06413289282584388,953.0
"91.2364719,23.2226382","91.1238327,23.2384163",Z1045-2,Bangadda(int.with Z1049)-Laksam,12.927,2895.0,0.03547359392231344,0.0026338893766461808,0.08082901554404145,0.06403506012227458,954.0
"90.8072778,24.1585278","90.8757216,24.1842497",R212-3,"Puradia Bazar (int with Z2121) - Agarpur (road end, int with R360)",8.013,1871.0,0.022926111996078913,0.003511852502194908,0.08391234633885623,0.06400862509466049,955.0
"88.4452774,26.038833","88.4098611,26.1704716",Z5059-1,Thakuragaon (BISIC More)-Ruhea,16.218,3701.0,0.0453498345790957,0.0,0.07943798973250472,0.0639949696487302,956.0
"89.7100556,23.2135833","89.6874997,23.1949997",N806-1,Bhatiapara - Kalna (Ferry ghat End),3.64,3562.0,0.04364661193481191,0.0052677787532923615,0.0763615946097698,0.06363435597510764,957.0
"89.4110278,23.9347219","89.0527222,24.066666",R605-1,Sujangar-Lalan Shah Bridge,42.65,3968.0,0.048621492464158804,0.0,0.07787298387096774,0.06356722511189111,958.0
"91.3991108,23.0100278","91.4101389,22.9877774",Z1034-1,Feni (Shahid Minar)-Int.with N1,2.652,2495.0,0.030572233794878077,0.0026338893766461808,0.0813627254509018,0.06342380571910647,959.0
"90.7333608,24.0808882","90.7506389,24.1580278",R212-1,"Akdaria (road start, int with R211) - Shekher Bazar (int with Z2115/Z2122)",9.24,1871.0,0.022926111996078913,0.0017559262510974535,0.08391234633885623,0.0633062545942215,960.0
"90.1640278,22.6219993","90.0684716,22.6175549",Z8703-1,Dhanshiri-Kawkhali,11.065,2272.0,0.027839725523832865,0.0,0.08318661971830986,0.06308482501015308,961.0
"92.0282771,24.51275","92.1139722,24.5972219",R281-3,Kulaura (Int.with Z2822) - Juri (Int.with R282),13.346,5409.0,0.0662786423232447,0.009657594381035995,0.06637086337585506,0.0630088984394408,962.0
"89.5930274,25.4971941","89.3826938,25.6571667",Z5613-3,Dhupni(int.with Z5476)-Kadamtali,39.238,6768.0,0.08293101335620635,0.0017559262510974535,0.06604609929078015,0.06295415705993752,963.0
"90.077166,23.9624167","90.038083,23.9718327",Z5062-1,Kawaliapara-West Nandeswari,4.241,2460.0,0.030143364783727485,0.0,0.08211382113821138,0.06280379863166637,964.0
"90.2732771,23.7329716","90.3079167,23.6890552",Z5069-2,Kolatia(Int.with Z8002)-Ruhitpur (int.with R820),7.26,6939.0,0.08502634481068497,0.0026338893766461808,0.06470673007637988,0.06279834214331595,965.0
"89.5448608,25.796083","89.4467774,25.8063056",Z5611-1,Rajarhat-Teesta,10.45,3855.0,0.04723685822815831,0.000877963125548727,0.07652399481193256,0.06270876570566492,966.0
"90.7924441,23.5306938","90.8917497,23.3384997",Z1044-1,Gouripur-Kachua(int.with Z1050),28.66,3171.0,0.038855532410243844,0.02370500438981563,0.06559444970040997,0.06260641263541268,967.0
"89.8044444,25.0727216","89.7842774,25.0902774",Z4622-1,Islampur Sub.Registrar office-Rishipara,2.909,3535.0,0.043315770126210025,0.0,0.07779349363507779,0.062451119517538234,968.0
"91.2127778,23.4510278","91.1788049,23.4497497",Z1052-1,Chapapur (int.with N120)-Tomsom Bridge(int.with R140),3.49,13812.0,0.1692439652003431,0.004389815627743634,0.038734433825658846,0.062386475613249094,969.0
"91.9777216,24.5165278","92.0282771,24.51275",R281-2,Kulaura (Brahman Bazar) Int. with Z2003 - Kulaura (Int.with Z2822),5.183,5409.0,0.0662786423232447,0.007901668129938543,0.06637086337585506,0.06230652793900182,970.0
"89.8935274,23.4196382","89.937083,23.4024167",Z8067-1,Nagarkanda (Int.with Z8404) - Goyernama (Int.with N805),6.95,4269.0,0.05230976596005391,0.009657594381035995,0.069337081283673,0.06226602509976843,971.0
"91.1346941,23.8856663","91.218416,23.8611389",Z1216-1,Sultanpur-Akhaura(Int.with Z1202),10.59,4015.0,0.04919740227913246,0.0,0.07571606475716065,0.06219107039051796,972.0
"90.6644722,23.8934997","90.6487219,23.8917497",Z2047-1,Pachdona-Shakerchar(int.with Z2038),1.649,5334.0,0.06535963729935057,0.000877963125548727,0.07011623547056618,0.0619028695343797,973.0
"89.1734716,22.5462219","89.3005833,22.5783882",Z7603-2,Assasuni(int.with Z7618)-Paikgachha,27.695,4154.0,0.050900624923416245,0.000877963125548727,0.07414540202214732,0.06179691278114714,974.0
