road,chainage,lrp,lat,lon,gap,type,name,is_intersection,model_type
N1,390.926,LRP396b,21.3731938,92.0773327,,Culvert,Box culvert,False,nan
N1,391.155,LRP396c,21.3714993,92.0785549,,Culvert,Box culvert,False,nan
N1,391.361,LRP396d,21.3698327,92.0796104,,Culvert,Box culvert,False,nan
N1,391.623,LRP396e,21.3678882,92.0803327,,Culvert,Box culvert,False,nan
N1,391.757,LRP396f,21.3669438,92.0807771,,Culvert,Box culvert,False,nan
N1,391.841,LRP397,21.3662778,92.0810549,,KmPost,"Teknaf 70 km,Uthia 16 km",False,nan
N1,391.905,LRP397a,21.3657222,92.0812771,,Culvert,Box culvert,False,nan
N1,392.056,LRP397b,21.3644167,92.081416,,Culvert,Box culvert,False,nan
N1,392.397,LRP397c,21.3615,92.0806382,,Culvert,Box culvert,False,nan
N1,392.825,LRP397d,21.3580833,92.0790271,,Culvert,Box culvert,False,nan
N1,392.869,LRP398,21.35775,92.0790271,,KmPost,"Teknaf 69 km,Uthia 15 km",False,nan
N1,392.933,LRP398a,21.3571944,92.0791104,,Culvert,Box culvert,False,nan
N1,393.029,LRP398b,21.3563333,92.0790827,,Culvert,Box culvert,False,nan
N1,393.154,LRP398c,21.35525,92.0790827,,Culvert,Box culvert,False,nan
N1,393.459,LRP398d,21.3526667,92.0783327,,Culvert,Box culvert,False,nan
N1,393.876,LRP399,21.3490552,92.0784716,,KmPost,"Teknaf 68 km,Uthia 14 km",False,nan
N1,394.188,LRP399a,21.3463608,92.0790271,BS,Bridge,Bridge start,False,nan
N1,394.214,LRP399b,21.3461386,92.0789993,BE,Bridge,Bridge end,False,nan
N1,394.749,LRP399c,21.3414997,92.0788327,,Culvert,Box culvert,False,nan
N1,394.872,LRP400,21.3404997,92.0784993,,KmPost,"Teknaf 67 km,Uthia 13 km",False,nan
N1,395.14,LRP400a,21.3381941,92.078916,,Culvert,Box culvert,False,nan
N1,395.797,LRP400b,21.3324716,92.0790827,,Culvert,Box culvert,False,nan
N1,395.961,LRP401,21.3311104,92.0788604,,KmPost,"Teknaf 66 km,Uthia 12 km",False,nan
N1,396.119,LRP401a,21.3297771,92.0787771,BS,Bridge,Khulna Plong Bridge,False,nan
N1,396.151,LRP401b,21.3295271,92.0789438,BE,Bridge,Bridge end,False,nan
N1,396.98,LRP402,21.324666,92.084583,,KmPost,"Teknaf 65 km,Uthia 11 km",False,nan
N1,397.086,LRP402a,21.3241104,92.085333,BS,Bridge,Bridge start,False,nan
N1,397.141,LRP402b,21.3238049,92.0857219,BE,Bridge,Bridge end,False,nan
N1,397.651,LRP402c,21.3207493,92.0893052,,Culvert,Box culvert,False,nan
N1,397.988,LRP403,21.3187493,92.0916108,,KmPost,Km post broken,False,nan
N1,398.103,LRP403a,21.3179438,92.0921663,BS,Bridge,Bridge start,False,nan
N1,398.123,LRP403b,21.3177771,92.0922497,BE,Bridge,Bridge end,False,nan
N1,398.205,LRP403c,21.317666,92.0930274,,"SideRoad,Left",Road to Ramu(Z1009),False,nan
N1,398.918,LRP403d,21.3125,92.096333,BS,Bridge,Bridge start,False,nan
N1,398.97,LRP403e,21.3121944,92.0966941,BE,Bridge,Bridge end,False,nan
N1,398.994,LRP404,21.3120278,92.0969163,,KmPost,"Teknaf 63 km,Uthia 9 km",False,nan
N1,399.214,LRP404a,21.3101667,92.0974997,,"SideRoad,Left","Z1503, Maricha Dakbunglow Road",False,nan
N1,399.974,LRP404b,21.3039722,92.0967497,,Culvert,Box culvert,False,nan
N1,399.997,LRP405,21.3037778,92.0968052,,KmPost,"Teknaf 62 km,Uthia 8 km",False,nan
N1,400.552,LRP405a,21.2989441,92.0976108,,Culvert,Box culvert,False,nan
N1,400.978,LRP405b,21.2956386,92.0993886,BS,Bridge,Bridge start,False,nan
N1,401.052,LRP405c,21.2949997,92.0993886,BE,Bridge,Bridge end,False,nan
N1,401.06,LRP406,21.2949163,92.0994163,,KmPost,"Teknaf 61 km,Uthia 7 km",False,nan
N1,402.024,LRP407,21.2863608,92.1001667,,KmPost,"Teknaf 60 km,Uthia 6 km",False,nan
N1,402.299,LRP407a,21.2839441,92.1005278,,Culvert,Box culvert,False,nan
N1,402.435,LRP407b,21.282777512080536,92.10067986442952,BS,Bridge,Bridge start,False,nan
N1,402.448,LRP407c,21.282666,92.1006944,BE,Bridge,Bridge end,False,nan
N1,402.876,LRP407d,21.2790827,92.1019722,,Culvert,Box culvert,False,nan
N1,403.044,LRP408,21.277666,92.1026111,,KmPost,"Teknaf 59 km,Uthia 5 km",False,nan
N1,404.04,LRP409,21.2695827,92.1066111,,KmPost,"Teknaf 58 km,Uthia 4 km",False,nan
N1,404.055,LRP409a,21.2694716,92.1066667,,Culvert,Box culvert,False,nan
N1,404.347,LRP409b,21.2678604,92.1088333,BS,Bridge,Bridge start,False,nan
N1,404.373,LRP409c,21.2677493,92.109,BE,Bridge,Bridge end,False,nan
N1,404.954,LRP409d,21.2646111,92.1134444,,Culvert,Box Culvert,False,nan
N1,405.044,LRP410,21.2641111,92.1140833,,KmPost,"Teknaf 57 km,Uthia 3 km",False,nan
N1,405.058,LRP410a,21.2639722,92.1141944,BS,Bridge,Bridge start,False,nan
N1,405.103,LRP410b,21.2637222,92.1144722,BE,Bridge,Bridge end,False,nan
N1,405.337,LRP410c,21.2623611,92.1161667,BS,Bridge,Bridge start,False,nan
N1,405.355,LRP410d,21.26225,92.1163056,BE,Bridge,Bridge end,False,nan
N1,406.07,LRP411,21.2580278,92.1214438,,KmPost,"Teknaf 56 km,Uthia 2 km",False,nan
N1,406.294,LRP411a,21.2565556,92.122916,BS,Bridge,Bridge start,False,nan
N1,406.307,LRP411b,21.2565,92.1229716,BE,Bridge,Bridge end,False,nan
N1,406.546,LRP411c,21.2550278,92.1245827,,Culvert,Box culvert,False,nan
N1,406.796,LRP411d,21.2537778,92.1266382,,Culvert,Box culvert,False,nan
N1,407.072,LRP412,21.2521944,92.1286104,,KmPost,"Teknaf 55 km,Uthia 1 km",False,nan
N1,407.089,LRP412a,21.2521111,92.1287493,,Culvert,Box culvert,False,nan
N1,407.209,LRP412b,21.2504722,92.1307493,BS,Bridge,Bridge start,False,nan
N1,407.299,LRP412c,21.2504167,92.1307493,BE,Bridge,Bridge end,False,nan
N1,408.08,LRP412d,21.248083,92.1341108,BS,Bridge,Bridge start,False,nan
N1,408.093,LRP412e,21.2479997,92.1342219,BE,Bridge,Bridge end,False,nan
N1,408.134,LRP413,21.2462219,92.1364719,,KmPost,Teknaf 54 km,False,nan
N1,408.434,LRP413a,21.2447497,92.1389441,,"SideRoad,Left","Z1503, Maricha Dukbanglow road",False,nan
N1,408.817,LRP413b,21.242333,92.1413608,BS,Bridge,Bridge start,False,nan
N1,408.839,LRP413c,21.2422219,92.1415552,BE,Bridge,Bridge end,False,nan
N1,409.141,LRP414,21.2412497,92.1440552,,KmPost,Teknaf 53 km,False,nan
N1,410.121,LRP415,21.2357774,92.1511667,,KmPost,Teknaf 52 km,False,nan
N1,411.119,LRP416,21.236333,92.1586667,,KmPost,Teknaf 51km,False,nan
N1,412.129,LRP417,21.2283604,92.1617222,,KmPost,Teknaf 50 km,False,nan
N1,412.394,LRP417a,21.2261382,92.1611667,,Culvert,Box culvert,False,nan
N1,412.603,LRP417b,21.2243327,92.1614444,,Culvert,Box culvert,False,nan
N1,413.131,LRP418,21.2198049,92.1618611,,KmPost,Info.Missing,False,nan
N1,413.531,LRP418a,21.2165556,92.1626944,,Culvert,Box culvert,False,nan
N1,413.834,LRP418b,21.2152778,92.1649722,,Culvert,Box culvert,False,nan
N1,414.03,LRP418c,21.2142778,92.166666,,Culvert,Box culvert,False,nan
N1,414.136,LRP419,21.21375,92.1674438,,KmPost,Teknaf 47km,False,nan
N1,414.264,LRP419a,21.2127222,92.1678882,,Culvert,Box culvert,False,nan
N1,414.508,LRP419b,21.2105833,92.1681382,,Culvert,Box culvert,False,nan
N1,414.608,LRP419c,21.2096944,92.168416,,Culvert,Box culvert,False,nan
N1,415.144,LRP420,21.2056389,92.1703327,,KmPost,Teknaf 46 km,False,nan
N1,415.671,LRP420a,21.2011389,92.170416,,Culvert,Box culvert,False,nan
N1,415.919,LRP420b,21.1989997,92.1703604,,Culvert,Box culvert,False,nan
N1,416.044,LRP420c,21.1977219,92.1705549,,"SideRoad,Left","Z1504, Ukhia Gundum Road",False,nan
N1,416.157,LRP421,21.1969441,92.1707493,,KmPost,Info.Missing,False,nan
N1,416.204,LRP421a,21.1965552,92.1708604,,Culvert,Box culvert,False,nan
N1,416.688,LRP421b,21.1925552,92.1697216,BS,Bridge,Bridge start,False,nan
N1,416.73,LRP421c,21.1923052,92.1695271,BE,Bridge,Bridge end,False,nan
N1,416.991,LRP421d,21.1906108,92.167916,,Culvert,Box culvert,False,nan
N1,417.164,LRP422,21.1897497,92.166666,,KmPost,Info.Missing,False,nan
N1,417.621,LRP422a,21.1866386,92.1638056,,Culvert,Box culvert,False,nan
N1,417.934,LRP422b,21.1859441,92.1610833,BS,Bridge,Bridge start,False,nan
N1,417.957,LRP422c,21.185833,92.1609167,BE,Bridge,Bridge end,False,nan
N1,418.19,LRP423,21.1843052,92.1594167,,KmPost,Info.Missing,False,nan
N1,418.889,LRP423a,21.178666,92.1574722,,Culvert,Box culvert,False,nan
N1,419.18,LRP424,21.1761938,92.1566111,,KmPost,Info.Missing,False,nan
N1,419.423,LRP424a,21.1742771,92.1557222,,Culvert,Box culvert,False,nan
N1,419.705,LRP424b,21.1718327,92.1551389,,Culvert,Box culvert,False,nan
N1,419.948,LRP424c,21.1698049,92.1545833,BS,Bridge,Bridge start,False,nan
N1,419.996,LRP424d,21.1694993,92.1543056,BE,Bridge,Bridge end,False,nan
N1,420.151,LRP424e,21.168416,92.1532778,,Culvert,Box culvert,False,nan
N1,420.261,LRP425,21.1677216,92.1527778,,KmPost,Info.Missing,False,nan
N1,420.326,LRP425a,21.1673327,92.1524167,,Culvert,Box culvert,False,nan
N1,420.579,LRP425b,21.1652222,92.1521667,BS,Bridge,Bridge start,False,nan
N1,420.611,LRP425c,21.1649444,92.1521944,BE,Bridge,Bridge end,False,nan
N1,420.806,LRP425d,21.16325,92.1522222,,Culvert,Box culvert,False,nan
N1,420.895,LRP425e,21.1624722,92.1522778,,Culvert,Box Culvert,False,nan
N1,421.131,LRP425f,21.1604167,92.1525,,Culvert,Box culvert,False,nan
N1,421.239,LRP426,21.1595,92.1526111,,KmPost,Info.Missing,False,nan
N1,421.26,LRP426a,21.1593056,92.1526111,,Culvert,Box culvert,False,nan
N1,421.333,LRP426b,21.1586667,92.1525,,Culvert,Box culvert,False,nan
N1,421.688,LRP426c,21.1556389,92.1527778,,Culvert,Box culvert,False,nan
N1,421.905,LRP426d,21.1537778,92.1528611,,Culvert,Box culvert,False,nan
N1,422.117,LRP426e,21.1521944,92.1535278,,Culvert,Box culvert,False,nan
N1,422.315,LRP427,21.1507222,92.1545,,KmPost,Info.Missing,False,nan
N1,422.853,LRP427a,21.147333,92.1574167,,Culvert,Box culvert,False,nan
N1,423.222,LRP427b,21.1442774,92.1586389,BS,Bridge,Bridge start,False,nan
N1,423.241,LRP427c,21.1441663,92.1586944,BE,Bridge,Bridge end,False,nan
N1,423.322,LRP428,21.1435274,92.1589722,,KmPost,Teknaf 38 km,False,nan
N1,423.57,LRP428a,21.1414997,92.1599167,BS,Bridge,Bridge start,False,nan
N1,423.631,LRP428b,21.1410552,92.1602222,BE,Bridge,Bridge end,False,nan
N1,424.234,LRP428c,21.1381108,92.1648611,,Culvert,Box culvert,False,nan
N1,424.35,LRP429,21.1379719,92.1659167,,KmPost,Info.Missing,False,nan
N1,424.473,LRP429a,21.137833,92.1671104,,Culvert,Box culvert,False,nan
N1,424.604,LRP429b,21.1375552,92.1683049,,Culvert,Box culvert,False,nan
N1,424.875,LRP429c,21.1372219,92.1708882,,Culvert,Box culvert,False,nan
N1,425.075,LRP429d,21.1371108,92.1727771,,Culvert,Box culvert,False,nan
N1,425.195,LRP429e,21.1368886,92.173916,BS,Bridge,Bridge start,False,nan
N1,425.225,LRP429f,21.1367219,92.1741382,BE,Bridge,Bridge end,False,nan
N1,425.353,LRP430,21.1363886,92.1752493,,KmPost,Info.Missing,False,nan
N1,425.385,LRP430a,21.1363608,92.1755549,,Culvert,Box culvert,False,nan
N1,425.598,LRP430b,21.1353886,92.1770827,,Culvert,Box culvert,False,nan
N1,426.092,LRP430c,21.1333886,92.1806938,BS,Bridge,Bridge start,False,nan
N1,426.109,LRP430d,21.1333608,92.1808327,BE,Bridge,Bridge end,False,nan
N1,426.285,LRP430e,21.1329438,92.1824438,,Culvert,Box culvert,False,nan
N1,426.382,LRP431,21.1326938,92.183333,,KmPost,Info.Missing,False,nan
N1,426.542,LRP431a,21.1319716,92.1846108,,Culvert,Box culvert,False,nan
N1,426.716,LRP431b,21.1309716,92.1856941,,Culvert,Box culvert,False,nan
N1,427.382,LRP432,21.1269438,92.1902219,,KmPost,Km post missing,False,nan
N1,427.394,LRP432a,21.1268327,92.1902774,,Culvert,Box culvert,False,nan
N1,427.731,LRP432b,21.1242771,92.1918886,,Culvert,Box culvert,False,nan
N1,427.772,LRP432c,21.1239993,92.1919997,,Culvert,Box culvert,False,nan
N1,427.906,LRP432d,21.1229993,92.1926663,,Culvert,Box culvert,False,nan
N1,428.019,LRP432e,21.122166,92.1931941,,Culvert,Box culvert,False,nan
N1,428.104,LRP432f,21.1214993,92.1935552,,Culvert,Box culvert,False,nan
N1,428.387,LRP433,21.1198604,92.1954719,,KmPost,Info.Missing,False,nan
N1,428.498,LRP433a,21.1190827,92.1960274,,Culvert,Box culvert,False,nan
N1,428.691,LRP433b,21.1175827,92.1966663,,Culvert,Box culvert,False,nan
N1,428.818,LRP433c,21.1165,92.1969163,,Culvert,Box culvert,False,nan
N1,428.869,LRP433d,21.1161389,92.1969997,,Culvert,Box culvert,False,nan
N1,428.908,LRP433e,21.1158333,92.1971386,,"SideRoad,Right",Z1133 Road to Shaplapur,False,nan
N1,428.995,LRP433f,21.1151667,92.1975552,BS,Bridge,Bridge start,False,nan
N1,429.073,LRP433g,21.1146111,92.1979719,BE,Bridge,Bridge end,False,nan
N1,429.45,LRP434,21.1121111,92.2002778,,KmPost,Info.Missing,False,nan
N1,429.497,LRP434a,21.1118611,92.2006389,,Culvert,Box culvert,False,nan
N1,429.812,LRP434b,21.1090556,92.2045278,,Culvert,Box culvert,False,nan
N1,430.242,LRP434c,21.1078333,92.2058611,,Culvert,Box culvert,False,nan
N1,430.44,LRP434d,21.1078333,92.2069444,,Culvert,Box culvert,False,nan
N1,430.51,LRP435,21.1058333,92.20725,,KmPost,Km post broken,False,nan
N1,430.574,LRP435a,21.1053611,92.2073889,,Culvert,Box culvert,False,nan
N1,430.694,LRP435b,21.1043611,92.2075278,,Culvert,Box culvert,False,nan
N1,430.901,LRP435c,21.1026389,92.2077778,,Culvert,Box culvert,False,nan
N1,431.073,LRP435d,21.1012778,92.2081389,,Culvert,Box culvert,False,nan
N1,431.293,LRP435e,21.0996386,92.2091667,,Culvert,Box culvert,False,nan
N1,431.578,LRP436,21.0975552,92.2105,,KmPost,Info.Missing,False,nan
N1,431.606,LRP436a,21.097333,92.2106111,,Culvert,Box culvert,False,nan
N1,432.005,LRP436b,21.0939441,92.2118611,BS,Bridge,Bridge start,False,nan
N1,432.041,LRP436c,21.0936663,92.2119444,BE,Bridge,Bridge end,False,nan
N1,432.199,LRP436d,21.0923052,92.2123333,,Culvert,Box culvert,False,nan
N1,432.434,LRP436e,21.090333,92.2129444,,Culvert,Box culvert,False,nan
N1,432.578,LRP437,21.0891941,92.2135,,KmPost,Km post missing,False,nan
N1,432.924,LRP437a,21.0864997,92.2151111,,Culvert,Box culvert,False,nan
N1,432.992,LRP437b,21.0859441,92.2153889,,Culvert,Box culvert,False,nan
N1,433.245,LRP437c,21.0838608,92.2161111,,Culvert / Culvert,Box culvert / Box culvert,False,nan
N1,433.578,LRP438,21.0811104,92.2169438,,KmPost,Km post missing,False,nan
N1,433.683,LRP438a,21.0803049,92.2174993,,Culvert,Box culvert,False,nan
N1,433.944,LRP438b,21.0783327,92.2186382,,Culvert,Box culvert,False,nan
N1,434.003,LRP438c,21.077916,92.2189993,,Culvert,Box culvert,False,nan
N1,434.263,LRP438d,21.0765549,92.2209993,,Culvert,Box culvert,False,nan
N1,434.522,LRP438e,21.0745271,92.2220549,,Culvert,Box culvert,False,nan
N1,434.668,LRP439,21.0735271,92.2226104,,KmPost,Info.Missing,False,nan
N1,434.778,LRP439a,21.0728327,92.2232216,,Culvert,Box culvert,False,nan
N1,434.96,LRP439b,21.071666,92.2242216,,Culvert,Box culvert,False,nan
N1,435.272,LRP439c,21.0691104,92.2246382,,Culvert,Box culvert,False,nan
N1,435.522,LRP439d,21.0668882,92.2246104,,Culvert,Box culvert,False,nan
N1,435.668,LRP440,21.0655833,92.2245549,,KmPost,Km post missing,False,nan
N1,435.746,LRP440a,21.0650556,92.2245271,,Culvert,Box culvert,False,nan
N1,436.007,LRP440b,21.063,92.2254993,,Culvert,Box culvert,False,nan
N1,436.195,LRP440c,21.0615556,92.2262771,,Culvert,Box culvert,False,nan
N1,436.399,LRP440d,21.0597778,92.2263882,BS,Bridge,Bridge start,False,nan
N1,436.414,LRP440e,21.0596667,92.2263882,BE,Bridge,Bridge end,False,nan
N1,436.756,LRP441,21.0565833,92.2266104,,KmPost,Info.Missing,False,nan
N1,436.94,LRP441a,21.0549722,92.2268049,,Culvert,Box culvert,False,nan
N1,437.588,LRP441b,21.0513611,92.2302493,BS,Bridge,Bridge start,False,nan
N1,437.626,LRP441c,21.0513611,92.2305827,BE,Bridge,Bridge end,False,nan
N1,437.751,LRP442,21.0513056,92.2317493,,KmPost,Teknaf 24 km,False,nan
N1,437.815,LRP442a,21.0512778,92.2323327,,Culvert,Box culvert,False,nan
N1,438.004,LRP442b,21.0507222,92.2338608,,Culvert,Box culvert,False,nan
N1,438.332,LRP442c,21.0479441,92.2346386,,Culvert,Box culvert,False,nan
N1,438.713,LRP442d,21.0446941,92.2356941,,Culvert,Box culvert,False,nan
N1,438.8,LRP443,21.0439163,92.2359441,,KmPost,Teknaf 23 km,False,nan
N1,439.197,LRP443a,21.0407497,92.2374997,,Culvert,Box culvert,False,nan
N1,439.737,LRP443b,21.0363608,92.2396941,BS,Bridge,Bridge start,False,nan
N1,439.778,LRP443c,21.0360552,92.2398608,BE,Bridge,Bridge end,False,nan
N1,440.049,LRP444,21.0338608,92.2407774,,KmPost,Teknaf 21 km,False,nan
N1,440.252,LRP444a,21.0321104,92.241083,,Culvert,Box culvert,False,nan
N1,440.485,LRP444b,21.0300549,92.2413608,,Culvert,Box culvert,False,nan
N1,440.839,LRP444c,21.0269438,92.2416941,,Culvert,Box culvert,False,nan
N1,441.048,LRP445,21.0249993,92.2418608,,KmPost,Km post missing,False,nan
N1,441.292,LRP445a,21.0228882,92.2420274,BS,Bridge,Bridge start,False,nan
N1,441.327,LRP445b,21.0226104,92.2420552,BE,Bridge,Bridge end,False,nan
N1,441.811,LRP446,21.0186104,92.2431386,,KmPost,Infor.missing,False,nan
N1,442.018,LRP446a,21.0169993,92.2440274,,Culvert,Box culvert,False,nan
N1,442.274,LRP446b,21.0150833,92.245333,,Culvert,Box culvert,False,nan
N1,442.881,LRP447,21.0107222,92.2487219,,KmPost,Teknaf 20 km,False,nan
N1,442.972,LRP447a,21.0101389,92.2492497,,Culvert,Box culvert,False,nan
N1,443.288,LRP447b,21.0078889,92.251,,Culvert,Box culvert,False,nan
N1,443.489,LRP447c,21.0064444,92.2520833,,Culvert,Box culvert,False,nan
N1,443.913,LRP448,21.0029444,92.2531944,,KmPost,Teknaf 29 km,False,nan
N1,444.358,LRP448a,20.9990274,92.2537778,BS,Bridge,Bridge start,False,nan
N1,444.408,LRP448b,20.9986386,92.2538889,BE,Bridge,Bridge end,False,nan
N1,444.911,LRP448c,20.9942497,92.2545278,,Culvert,Box culvert,False,nan
N1,444.945,LRP449,20.9940274,92.2546111,,KmPost,Teknaf 18 km,False,nan
N1,445.687,LRP449a,20.9875274,92.2545556,,Culvert,Box culvert,False,nan
N1,445.964,LRP450,20.9852774,92.2536389,,KmPost,Infor.missing,False,nan
N1,446.856,LRP450a,20.9778049,92.25075,BS,Bridge,Bridge start,False,nan
N1,446.888,LRP450b,20.9775827,92.2506111,BE,Bridge,Bridge end,False,nan
N1,446.964,LRP451,20.9769438,92.2502222,,KmPost,Km post missing,False,nan
N1,447.825,LRP451a,20.9697216,92.2485552,,Culvert,Box culvert,False,nan
N1,447.999,LRP452,20.9682771,92.2488052,,KmPost,Infor.missing,False,nan
N1,448.118,LRP452a,20.9673604,92.2491663,BS,Bridge,Bridge start,False,nan
N1,448.16,LRP452b,20.9671104,92.2494441,BE,Bridge,Bridge end,False,nan
N1,448.497,LRP452c,20.9648611,92.2515278,,Culvert,Box culvert,False,nan
N1,448.82,LRP452d,20.9622778,92.2528889,BS,Bridge,Bridge start,False,nan
N1,448.851,LRP452e,20.9620556,92.2530556,BE,Bridge,Bridge end,False,nan
N1,449.019,LRP453,20.9606389,92.2535,,KmPost,Info.Missing,False,nan
N1,449.321,LRP453a,20.9580833,92.2543056,,Culvert,Box culvert,False,nan
N1,449.491,LRP453b,20.9566667,92.2548056,,Culvert,Box culvert,False,nan
N1,449.827,LRP453c,20.9538889,92.2559722,,Culvert,Box culvert,False,nan
N1,449.92,LRP453d,20.9531667,92.2562778,,Culvert,Box culvert,False,nan
N1,450.04,LRP453e,20.95225,92.2566111,,Culvert,Box culvert,False,nan
N1,450.056,LRP454,20.9521667,92.2566944,,KmPost,Info.Missing,False,nan
N1,450.391,LRP454a,20.94957125079681,92.25817740896414,,Culvert,Box culvert,False,nan
N1,450.558,LRP454b,20.9482774,92.2589167,BS,Bridge,Bridge start,False,nan
N1,450.604,LRP454c,20.9481386,92.2593056,BE,Bridge,Bridge end,False,nan
N1,450.934,LRP454d,20.9459163,92.2603333,,Culvert,Box culvert,False,nan
N1,451.121,LRP455,20.9445552,92.2603333,,KmPost,Info.Missing,False,nan
N1,451.22,LRP455a,20.9436941,92.2603056,,Culvert,Box culvert,False,nan
N1,451.972,LRP455b,20.9373886,92.2623333,BS,Bridge,Bridge start,False,nan
N1,452.012,LRP455c,20.9371108,92.2624722,BE,Bridge,Bridge end,False,nan
N1,452.121,LRP456,20.9361663,92.2628611,,KmPost,Km post missing,False,nan
N1,452.133,LRP456a,20.9361108,92.2628611,,Culvert,Box culvert,False,nan
N1,452.299,LRP456b,20.9346663,92.2631667,,Culvert,Box culvert,False,nan
N1,452.339,LRP456c,20.934333,92.26325,,Culvert,Box culvert,False,nan
N1,452.489,LRP456d,20.9330549,92.2635,,Culvert,Box culvert,False,nan
N1,452.877,LRP456e,20.929666,92.2641111,BS,Bridge,Bridge start,False,nan
N1,452.914,LRP456f,20.9293327,92.2641389,BE,Bridge,Bridge end,False,nan
N1,453.17,LRP457,20.9270827,92.2644444,,KmPost,Infor.missing,False,nan
N1,453.551,LRP457a,20.9238882,92.2653889,BS,Bridge,Bridge start,False,nan
N1,453.602,LRP457b,20.9234993,92.2656111,BE,Bridge,Bridge end,False,nan
N1,454.132,LRP457c,20.9195827,92.268416,BS,Bridge,Bridge start,False,nan
N1,454.149,LRP457d,20.9194993,92.2684716,BE,Bridge,Bridge end,False,nan
N1,454.204,LRP457e,20.9189993,92.2686382,,Culvert,Box Culvert,False,nan
N1,454.234,LRP458,20.9187771,92.2687771,,KmPost,Teknaf 8 km,False,nan
N1,454.374,LRP458a,20.9176382,92.2692493,,Culvert,Box Culvert,False,nan
N1,454.629,LRP458b,20.9157222,92.2704993,BS,Bridge,Bridge start,False,nan
N1,454.667,LRP458c,20.9154167,92.2706938,BE,Bridge,Bridge end,False,nan
N1,454.899,LRP458d,20.9136389,92.2718604,,Culvert,Box Culvert,False,nan
N1,454.982,LRP458e,20.9132778,92.2721938,,Culvert,Box culvert,False,nan
N1,455.1,LRP458f,20.9123889,92.2729716,,Culvert,Box Culvert,False,nan
N1,455.126,LRP459,20.9122222,92.2729438,,KmPost,Teknaf 7 km,False,nan
N1,455.572,LRP459a,20.9088889,92.275166,BS,Bridge,Bridge start,False,nan
N1,455.619,LRP459b,20.9085556,92.2753604,BE,Bridge,Bridge end,False,nan
N1,455.857,LRP459c,20.90675,92.2764993,,Culvert,Box Culvert,False,nan
N1,455.98,LRP459d,20.9059444,92.2771104,,Culvert,Box culvert,False,nan
N1,456.126,LRP460,20.9048333,92.277916,,KmPost,Km post missing,False,nan
N1,456.143,LRP460a,20.9047222,92.2779716,,Culvert,Box Culvert,False,nan
N1,456.337,LRP460b,20.9033333,92.2789438,,Culvert,Box Culvert,False,nan
N1,456.44,LRP460c,20.9027222,92.279416,,Culvert,Box culvert,False,nan
N1,456.751,LRP460d,20.9003333,92.2807216,BS,Bridge,Bridge start,False,nan
N1,456.787,LRP460e,20.9001111,92.2809716,BE,Bridge,Bridge end,False,nan
N1,456.9,LRP460f,20.8994441,92.2817216,,Culvert,Box culvert,False,nan
N1,457.064,LRP460g,20.8984719,92.2828604,BS,Bridge,Bridge start,False,nan
N1,457.111,LRP460h,20.8982219,92.283166,BE,Bridge,Bridge end,False,nan
N1,457.126,LRP461,20.8981108,92.2832493,,KmPost,Km post missing,False,nan
N1,457.148,LRP461a,20.8980274,92.283333,,Culvert,Box culvert,False,nan
N1,457.201,LRP461b,20.8977497,92.2836941,,Culvert,Box culvert,False,nan
N1,457.411,LRP461c,20.8969163,92.2854441,BS,Bridge,Bridge start,False,nan
N1,457.444,LRP461d,20.8967774,92.2857219,BE,Bridge,Bridge end,False,nan
N1,457.491,LRP461e,20.8965552,92.286083,,Culvert,Box culvert,False,nan
N1,457.71,LRP461f,20.8953608,92.2877219,,Culvert,Box culvert,False,nan
N1,457.794,LRP461g,20.8948052,92.2881941,,Culvert,Box culvert,False,nan
N1,457.897,LRP461h,20.894083,92.2887774,BS,Bridge,Bridge start,False,nan
N1,457.921,LRP461i,20.8939441,92.2889163,BE,Bridge,Bridge end,False,nan
N1,458.026,LRP461j,20.8932774,92.2896386,,Culvert,Box culvert,False,nan
N1,458.105,LRP461k,20.8927774,92.2901386,,Culvert,Box culvert,False,nan
N1,458.126,LRP462,20.8926386,92.2902774,,KmPost,Km post missing,False,nan
N1,458.297,LRP462a,20.8919163,92.2916663,BS,Bridge,Bridge start,False,nan
N1,458.317,LRP462b,20.8918886,92.2918052,BE,Bridge,Bridge end,False,nan
N1,458.373,LRP463,20.891833,92.2923052,,KmPost,Teknaf 4 km,False,nan
N1,459.115,LRP463a,20.8889163,92.2982497,BS,Bridge,Bridge start,False,nan
N1,459.13,LRP463b,20.888833,92.2983886,BE,Bridge,Bridge end,False,nan
N1,459.388,LRP464,20.8869441,92.2996386,,KmPost,Info.Missing,False,nan
N1,459.521,LRP464a,20.8858608,92.2991941,,Culvert,Box culvert,False,nan
N1,459.995,LRP464b,20.8820271,92.2977774,,Culvert,Box culvert,False,nan
N1,460.426,LRP465,20.8782216,92.2977774,,KmPost,Teknaf 2 km,False,nan
N1,460.589,LRP465a,20.8768604,92.2978886,BS,Bridge,Bridge start,False,nan
N1,460.632,LRP465b,20.8764993,92.2978886,BE,Bridge,Bridge end,False,nan
N1,461.426,LRP466,20.8692771,92.2981386,,KmPost,Km post missing,False,nan
N1,461.476,LRP466a,20.8688604,92.2982219,,Culvert,Box culvert,False,nan
N1,461.904,LRP466b,20.8650278,92.2982497,BS,Bridge,Bridge start,False,nan
N1,461.946,LRP466c,20.8646667,92.2981941,BE,Bridge,Bridge end,False,nan
N1,462.124,LRP467,20.8629722,92.298083,,KmPost,Infor.missing,False,nan
